Key,Comment,Japanese,English
Chapter 5-1,注釈,,
Dialog.Chapter5-1-1,那由多,「――――この地下アジトは制圧しました。無駄な抵抗はせず直ちに投降しなさい」,"―――― this underground hideout has been overrun. Do not resist in vain and surrender immediately."""
,地下アジト,,
Dialog.Chapter5-1-2,,「このアジトの最高責任者はあなたのようですので私が連行します」,"Since you seem to be the chief executive of this hideout, I will bring you in myself."""
,,,
Dialog.Chapter5-1-3,SEL,……わかった、従う,"...... Okay, I'll comply."
,,,
Dialog.Chapter5-1-4,那由多,「話が分かるようで助かります」,"It helps that you seem to know what you're talking about."""
,,,
Dialog.Chapter5-1-5,那由多,「……そういえばエレナは何をやっているのでしょうか？ここは本来彼女の管轄なはずですが」,"""......So, what is Erena doing here? This is supposedly her jurisdiction."""
,,,
Dialog.Chapter5-1-6,京,「あ――…。エレナは捕まっちゃってね…まあ、油断してたんじゃないかな」,"""Ah――.... Erena got caught... well, I guess she let her guard down."""
,,,
Dialog.Chapter5-1-7,那由多,「エレナが？？まったく…あの女はいったい何をしてるんですか…帰ったらお説教ですね」,"Erena? What the hell is that woman doing... I'll give her a lecture when I get home."""
,,,
Dialog.Chapter5-1-8,京,「あ、そうだ。ここにあったデータは君が研究したやつかな？結構非倫理的な研究もあったけど」,"Oh, yes. Is that the data you found here, the ones you studied? Some of the studies were pretty unethical."""
,,,
Dialog.Chapter5-1-9,那由多,「……そういえば誘拐した生徒達はどういう扱いをされているのでしょうか？返答によっては――――」,"I was wondering, ""...... come to think of it, how are the students you abducted being treated? Depending on the response, ――――"""
,,,
Dialog.Chapter5-1-10,戦闘員(通信),「―――緊急で連絡します！」,"―――I'll call you urgently!"""
,,,
Dialog.Chapter5-1-10(1),SEL,…なんだ,...what the hell.
,背景(トンネル),,
Dialog.Chapter5-1-11,戦闘員(通信),「現在、襲撃により隔壁が破損し厳重保管対象が脱走！既に我々のコントロール下から離れています！」,The bulkhead has been breached by the attack and the object in our custody has escaped! It is already out of our control!
,,,
Dialog.Chapter5-1-12,触手モンスター(シルエット),ズルッ、ズルッ…,"Zulu, zulu..."
,,,
Dialog.Chapter5-1-13,戦闘員(通信),「我々にはどうしようもありません！」,"There is nothing we can do about it!"""
Dialog.Chapter5-1-13-1,戦闘員(通信),「う、うわああああっ！」,"Uh―oh!"""
Dialog.Chapter5-1-13-2,アジト,……,......
Dialog.Chapter5-1-13(1),SEL,……今すぐここから離れた方がいい,...... better get away from here now!
,,,
Dialog.Chapter5-1-14,那由多,「…やれやれ、この期に及んでまだ何か企んでいるのですか？」,"""...Good grief, are you still up to something at this stage of your life?"""
,,,
Dialog.Chapter5-1-15,京,「ちょっとまって……脱走？ここにそんな強いのいたっけ…？」,"'Wait a minute... ...... breakout? I don't remember there being anything that strong here...?"""
,,,
Dialog.Chapter5-1-16,,その瞬間、赤黒い無数の触手が瓦礫の中から物凄い速度で現れる,"At that moment, countless reddish―black tentacles emerge from the rubble at a tremendous speed."
,,,
Dialog.Chapter5-1-17,,ズルッ、ズルッ、ビシュッッ！！！,"Slurp, slurp, bish!"
,,,
Dialog.Chapter5-1-18,那由多,「！ッ、京！、離れてください！」,I'm going to go to the airport! Kei! Get away from me!
,,,
Dialog.Chapter5-1-19,,キシャアアアアアッッ！！！,Kishaaaaaaaaaaaaaaaa!!!
,,,
Dialog.Chapter5-1-20,那由多,「！、速いっ？！」,"""...fast? How fast?"
,,,
Dialog.Chapter5-1-21,,那由多は向かってきた触手のほとんどを切り落とすが、足に一本の触手を巻きつかれてしまう,"Nayuta cuts off most of the tentacles that come toward her, but she gets one tentacle wrapped around her leg."
,,,
Dialog.Chapter5-1-22,那由多,「っ！、何故財団がこれほど強力な怪人を…いや、もはや怪獣ですか？これを地上に出したらどれだけの被害がっ！」,I'm not sure why the Foundation would want to create such a powerful monster..! Why did the Foundation create such a powerful monster...or is it a monster now? What kind of damage could it do if it were to be released onto the ground?
,,,
Dialog.Chapter5-1-23,京,「触手型怪人のハイエンド個体…！知能は高くないが聖核エネルギーに反応する…」,"""A high―end individual of a tentacle―type monster...! It is not highly intelligent, but it reacts to the Seikaku energy..."""
,,,
Dialog.Chapter5-1-24,京,「気を付けて会長！多分コイツの狙いは―――」,"""Be careful, Mr. Chairman! Maybe he's trying to..."""
,,,
Dialog.Chapter5-1-24-2,京,「―――うぐっ！？」,Ugh!
,,,
Dialog.Chapter5-1-25,005号,「はあ、はあ、…貴女には私達と一緒に来てもらいます！一番危険なのはやはり貴女ですからっ！」,"We'll have you come with us! You are the one in the most danger!"""
,,,
Dialog.Chapter5-1-26,京,「うぁ、しまっ…た…」,"""Oh, shit..."""
,,,
Dialog.Chapter5-1-27,005号,「八雲那由多が気を取られているうちに本部を移動させます！」,"We'll move headquarters while Yakumo Nayuta is distracted!"""
,,,
Dialog.Chapter5-1-27(1),SEL,わかった。直ちに移動させよう,"All right, I'm on it. Let's move it immediately."
,地下通路,,
Dialog.Chapter5-1-28,那由多,「あっ、逃げるつもりですかっ！？…！くっ、しかしこの怪物をこのままにしておくわけにはっ」,"Are you trying to escape? Oh, are you trying to escape? But I can't leave this monster like this."
,,,
Dialog.Chapter5-1-29,,「待っていてください京！、今すぐ助けに行きますから！」,"Please wait for me, Kei! I'm coming to save you right now!"""
,,,
Dialog.Chapter5-1-30,,「―――ッ！触手がもう再生した？！」,"""――――! Tentacles already regenerated?"
,,,
Dialog.Chapter5-1-31,Nayuta1ｰ1,「しまった、刀がっ！」,"Oh, no, the sword!"
,,,
Dialog.Chapter5-1-32,,那由多の体に触手が巻きつき、動きが封じられてしまう,"Tentacles wrap around Nayuta's body, blocking her movement."
,,,
Dialog.Chapter5-1-33,,キシャアアアアアッッ！！！,Kishaaaaaaaaaaaaaaaa!!!
,,,
Dialog.Chapter5-1-34,,「ぐっ、こ、このっ、離しなさい！」,Get off of me!
,,,
Dialog.Chapter5-1-35,,「なんて力…っ、この私が振りほどけないなんてっ…今までの触手とは比べ物にならないっ！」,I can't shake it off... it's nothing compared to the tentacles I've seen before!
,,,
,,,
,,,
Dialog.Chapter5-1-36,,「ますますこんなものを野放しにはしておけませんね…なんとかここで倒さなければっ」,"We can't let this thing get away with it...we've got to get it down here somehow."""
,,,
Dialog.Chapter5-1-37,,「しかしっ…、このままでは京どころか私も危険ですっ、何とか突破口を…」,"But...if things continue as they are, not only Kei but myself will be in danger...I have to make a breakthrough somehow..."""
,,,
Dialog.Chapter5-1-38,,ギチッ、ミチミチミチッ！,"Gitch, michi michi michi!"
,,,
Dialog.Chapter5-1-39,,「ぐうっ、ドロドロした粘液が滑ってっ、抜け出せませんっ！」,"""Ugh, I can't get out, the sloppy mucus is sliding all over me!"""
,,,
Dialog.Chapter5-1-40,,「この程度の触手など…せめて刀があればっ！」,I wish I had a sword at least!
,,,
Dialog.Chapter5-1-41,,その時、怪物の口のような部分が開き、那由多の頭上に迫る,"At that moment, the mouth―like part of the monster opens and looms over Nayuta's head."
,,,
Dialog.Chapter5-1-42,Nayuta1-2,グパッ、ブジュルルルルルッ！！,"Gup, buuuurrrrrrrrrrrrrrrrrrrrrrrrrr!"
,,,
Dialog.Chapter5-1-43,,「何ですかっ！？、この化け物っ、口を開いてっ！？」,"What is it? You monster, open your mouth!"
,,,
Dialog.Chapter5-1-44,,グパッ、ジュルッ、ジュルルルッ,"Gup, julp, julp, julp."
,,,
Dialog.Chapter5-1-45,,「この化け物、まさか…私を捕食しようとしている…！？」,"""This monster, don't tell me... it's trying to prey on me...!"
,,,
Dialog.Chapter5-1-46,,「まずいですね…今すぐにでも脱出しなければっ！」,"This is bad...we have to get out now!"""
,,,
Dialog.Chapter5-1-47,,「――――仕方ありません、しばらくパワーが落ちるので使いたくは無いのですがっ！」,"""―――― can't help it, I don't want to use it because the power will be down for a while!"""
,,,
Dialog.Chapter5-1-48,Nayuta1-3,那由多の体から紫色のオーラが沸き上がる,A purple aura rises from Nayuta's body.
,,,
Dialog.Chapter5-1-49,,「聖核エネルギー開放ッ、高出力状態―――――――雷神之相！」,"""Holy nuclear energy release, high―power state――――――― thunder god no phase!"""
,,,
Dialog.Chapter5-1-50,,「汚らわしい化け物がっ！私から離れなさいっ、ハアッッ！！」,"You filthy monster! Get away from me, you filthy monster!"
,,,
Dialog.Chapter5-1-51,,那由多は首に纏わりついていた触手を引きちぎり、拘束をほどく,Nayuta rips off the tentacles around her neck and unties the restraints.
,地下通路,,
Dialog.Chapter5-1-52,,キシャアアアアアッッ！,Kishaaaaaaaahhhh!
,,,
Dialog.Chapter5-1-53,,「――――刀さえ手に入れればこちらのものです。さて、早急にこの怪物を倒してしまいましょう」,"""―――― If we can just get our hands on a sword, it's ours. Now, let's defeat this monster ASAP."""
,暗転,,
Dialog.Chapter5-1-54,,………キンッ,.........kink
,,,
Dialog.Chapter5-1-55,那由多,「ふう、これだけの肉片に切り刻んでおけば再生する心配もないでしょう」,"'Wind, if you chop it up into this many pieces, you won't have to worry about it regenerating.'"
,,,
Dialog.Chapter5-1-56,,「……ぐっ、少し体力を消耗し過ぎました。悔しいですが京を追って深追いするのは危険ですね」,"""......Gosh, I've exhausted my energy a little too much. It's frustrating, but it's dangerous to go after Kei too deep."""
,,,
Dialog.Chapter5-1-57,,「…私としたことが失態です、しかしアジトの大まかな位置はわかりました」,"I'm afraid I've made a mistake, but I have a rough idea of the location of the hideout."
,,,
Dialog.Chapter5-1-58,,「もうほとんど戦力は残っていないでしょうし…近く、聖月生徒会の精鋭で再びここを制圧します」,"There will be very little strength left...and in the near future, the elite of the Holy Moon Student Council will take control of this place again."""
,,,
,,,
,,,
Chapter 5-2,注釈,,
,,,
Dialog.Chapter5-2-1,,那由多による攻撃から一夜明け、アジトは束の間の落ち着きを取り戻していた,"The night after the attack by Nayuta, the hideout had briefly regained its composure."
,,,
Dialog.Chapter5-2-2,005号,「……では、先日アジトを襲撃した聖核戦姫について現在分かっていることをお話しします」,"At ......, we'll tell you what we currently know about the Seikaku Princess who recently attacked our hideout."""
,,,
Dialog.Chapter5-2-2(1),SEL,よろしく頼む,I look forward to working with you
,モニター背景,,
Dialog.Chapter5-2-3,那由多,「彼女は“八雲那由多”、聖月生徒会生徒会長にして最強の聖核戦姫です」,"She is ""Yakumo Nayuta,"" the president of the Seigetsu Student Council and the most powerful holy nuclear Princess."
,,,
Dialog.Chapter5-2-4,,「海外の財団支部の約半数は彼女によって壊滅させられました」,About half of the Foundation's branches abroad have been destroyed by her.
,,,
Dialog.Chapter5-2-5,,「本来なら、今は海外に行っているはずだったのですが…想定外でした」,"'Originally, I would have gone overseas now...it was unexpected.'"
,,,
Dialog.Chapter5-2-6,,「これまでは地下アジトに隠れてきましたが…ここまで深部に侵入された以上、もはや隠れ続けるのは不可能でしょう」,"So far we have been hiding in our underground hideouts, but now that they have penetrated this deep, it will no longer be possible for us to continue hiding."""
,,,
Dialog.Chapter5-2-7,,「…そして彼女は一人で厳重保管対象の触手怪獣を倒すほどの戦闘能力を持っています」,"""...and she has enough fighting ability to defeat the tentacle monster in strict custody all by herself."""
,,,
